INDEX,FLIGHTDATE,FLIGHTNO,ORIGIN,ORIGIN_STATION,ORIGINOBSERVATIONTIME,STATION,DATE,REPORT_TYPE,ORIGIN_UA_OBS,VIS_METERS
97,20180114,287,ORD,72530094846,2018-01-14 15:51:00+00:00,72530094846,2018-01-14 15:51:00+00:00,FM-15,MET10801/14/18 09:51:02 METAR KORD 141551Z 21010KT 10SM FEW030 SCT200 M11/M17 A3060 RMK AO2 SLP376 T11061172 (BLH),16093.0
98,20180115,2025,SFO,72494023234,2018-01-16 06:56:00+00:00,72494023234,2018-01-16 06:56:00+00:00,FM-15,MET10801/15/18 22:56:02 METAR KSFO 160656Z 14003KT 9SM FEW013 BKN017 OVC036 13/11 A3015 RMK AO2 SLP211 T01330111 $,14484.0
100,20180115,534,HNL,91182022521,2018-01-16 07:53:00+00:00,91182022521,2018-01-16 07:53:00+00:00,FM-15,MET09501/15/18 21:53:02 METAR PHNL 160753Z 02004KT 10SM FEW024 23/16 A3011 RMK AO2 SLP197 T02280161 $,16093.0
99,20180115,1281,OGG,91190022516,2018-01-16 07:54:00+00:00,91190022516,2018-01-16 07:54:00+00:00,FM-15,MET10001/15/18 21:54:02 METAR PHOG 160754Z 04014KT 10SM FEW020 SCT045 23/20 A3010 RMK AO2 SLP198 T02280200,16093.0
101,20180115,1706,ITO,91285021504,2018-01-16 08:53:00+00:00,91285021504,2018-01-16 08:53:00+00:00,FM-15,MET11101/15/18 22:53:02 METAR PHTO 160853Z 24004KT 10SM SCT024 OVC036 22/19 A3012 RMK AO2 SLP198 T02170194 51008 TSNO,16093.0
103,20180116,255,DEN,72565003017,2018-01-17 02:53:00+00:00,72565003017,2018-01-17 02:53:00+00:00,FM-15,MET09801/16/18 19:53:01 METAR KDEN 170253Z 19007KT 10SM CLR M05/M13 A3025 RMK AO2 SLP308 T10501128 58008,16093.0
102,20180116,2081,SFO,72494023234,2018-01-17 07:56:00+00:00,72494023234,2018-01-17 07:56:00+00:00,FM-15,MET11601/16/18 23:56:02 METAR KSFO 170756Z 00000KT 9SM FEW011 BKN015 OVC017 13/12 A3022 RMK AO2 SLP234 T01330117 401500128,14484.0
106,20180117,1629,EWR,72502014734,2018-01-17 11:51:00+00:00,72502014734,2018-01-17 11:51:00+00:00,FM-15,MET16101/17/18 06:51:02 METAR KEWR 171151Z 33008KT 3SM -SN BR BKN007 OVC011 01/00 A3026 RMK AO2 RAE49 SLP247 931000 P0003 60007 70007 T00110000 10022 20011 53002 (MVC),4828.0
105,20180117,2112,ORD,72530094846,2018-01-17 16:51:00+00:00,72530094846,2018-01-17 16:51:00+00:00,FM-15,MET10701/17/18 10:51:02 METAR KORD 171651Z 28009KT 10SM FEW095 FEW150 M09/M14 A3051 RMK AO2 SLP346 T10941144 (JD),16093.0
104,20180117,2020,EWR,72502014734,2018-01-17 18:51:00+00:00,72502014734,2018-01-17 18:51:00+00:00,FM-15,MET12901/17/18 13:51:02 METAR KEWR 171851Z 31009KT 8SM BKN015 OVC031 01/M01 A3019 RMK AO2 SNE33 SLP221 CIG 012V017 P0000 T00111011 (DH),12875.0
107,20180117,425,EWR,72502014734,2018-01-17 19:51:00+00:00,72502014734,2018-01-17 19:51:00+00:00,FM-15,MET12601/17/18 14:51:02 METAR KEWR 171951Z 27014KT 6SM -SN OVC015 00/M03 A3019 RMK AO2 SNB33 SLP223 CIG 013V018 P0000 T00001028 (DH),9656.0
108,20180117,2025,SFO,72494023234,2018-01-18 06:02:00+00:00,72494023234,2018-01-18 06:02:00+00:00,FM-16,MET12501/17/18 22:02:02 SPECI KSFO 180602Z 01003KT 1/2SM R28R/4500VP6000FT BR BKN003 BKN006 12/11 A3017 RMK AO2 SFC VIS 1 T01170106,805.0
118,20180119,128,GIG,83746099999,2018-01-20 00:00:00+00:00,83746099999,2018-01-20 00:00:00+00:00,FM-15,MET058METAR SBGL 200000Z 12005KT 9999 FEW020 BKN055 28/22 Q1015=,9999.0
113,20180119,2382,DCA,72405013743,2018-01-20 00:52:00+00:00,72405013743,2018-01-20 00:52:00+00:00,FM-15,MET09101/19/18 19:52:01 METAR KDCA 200052Z 18006KT 10SM CLR 03/M06 A3005 RMK AO2 SLP175 T00331056,16093.0
110,20180119,818,EZE,87576099999,2018-01-20 01:00:00+00:00,87576099999,2018-01-20 01:00:00+00:00,FM-15,MET045METAR SAEZ 200100Z 09010KT CAVOK 24/18 Q1014=,9900.0
111,20180119,1837,EWR,72502014734,2018-01-20 01:51:00+00:00,72502014734,2018-01-20 01:51:00+00:00,FM-15,MET10101/19/18 20:51:01 METAR KEWR 200151Z 23009KT 10SM FEW180 SCT260 02/M07 A2999 RMK AO2 SLP153 T00171072,16093.0
115,20180119,2172,EWR,72502014734,2018-01-20 01:51:00+00:00,72502014734,2018-01-20 01:51:00+00:00,FM-15,MET10101/19/18 20:51:01 METAR KEWR 200151Z 23009KT 10SM FEW180 SCT260 02/M07 A2999 RMK AO2 SLP153 T00171072,16093.0
117,20180119,1113,ORD,72530094846,2018-01-20 01:51:00+00:00,72530094846,2018-01-20 01:51:00+00:00,FM-15,MET11501/19/18 19:51:01 METAR KORD 200151Z 21017G27KT 10SM OVC250 04/M02 A2971 RMK AO2 PK WND 22029/0121 SLP068 T00441022,16093.0
121,20180119,846,SCL,85574099999,2018-01-20 02:00:00+00:00,85574099999,2018-01-20 02:00:00+00:00,FM-15,MET051METAR SCEL 200200Z 15010KT CAVOK 21/12 Q1011 NOSIG=,9900.0
109,20180119,530,IAH,72243012960,2018-01-20 02:26:00+00:00,72243012960,2018-01-20 02:26:00+00:00,FM-16,MET08801/19/18 20:26:01 SPECI KIAH 200226Z 12009KT 5SM BR OVC004 11/11 A3015 RMK AO2 T01060106,8047.0
116,20180119,1889,SFO,72494023234,2018-01-20 02:56:00+00:00,72494023234,2018-01-20 02:56:00+00:00,FM-15,MET09901/19/18 18:56:02 METAR KSFO 200256Z 29010KT 10SM FEW025 10/04 A3008 RMK AO2 SLP185 T01000044 53002,16093.0
114,20180119,457,DEN,72565003017,2018-01-20 04:53:00+00:00,72565003017,2018-01-20 04:53:00+00:00,FM-15,MET09401/19/18 21:53:02 METAR KDEN 200453Z 20008KT 10SM SCT220 08/M09 A2975 RMK AO2 SLP037 T00781094,16093.0
137,20180120,1459,POS,78970011634,2018-01-20 05:00:00+00:00,78970011634,2018-01-20 05:00:00+00:00,FM-15,MET073METAR TTPP 200500Z 15003KT 9999 VCSH SCT016 23/22 Q1014 NOSIG RMK VCSH E=,9999.0
125,20180120,1006,BOG,80222099999,2018-01-20 06:00:00+00:00,80222099999,2018-01-20 06:00:00+00:00,FM-15,MET058METAR SKBO 200600Z 06006KT 9999 SCT020 SCT200 11/07 A3031=,9999.0
119,20180119,252,HNL,91182022521,2018-01-20 06:53:00+00:00,91182022521,2018-01-20 06:53:00+00:00,FM-15,MET12201/19/18 20:53:02 METAR PHNL 200653Z 06005KT 10SM FEW020 SCT036 BKN044 24/19 A3008 RMK AO2 RAB35E49 SLP184 P0000 T02440194,16093.0
120,20180119,717,LAX,72295023174,2018-01-20 07:53:00+00:00,72295023174,2018-01-20 07:53:00+00:00,FM-15,MET11001/19/18 23:53:02 METAR KLAX 200753Z 36010KT 10SM SCT028 SCT060 13/00 A2993 RMK AO2 SLP133 T01330000 401720122,16093.0
139,20180120,2112,SEA,72793024233,2018-01-20 08:53:00+00:00,72793024233,2018-01-20 08:53:00+00:00,FM-15,MET13601/20/18 00:53:02 METAR KSEA 200853Z 18012KT 10SM SCT010 BKN023 OVC039 06/04 A2996 RMK AO2 RAE17 SLP153 P0001 60001 T00560039 50010 (LC),16093.0
134,20180120,1614,LAX,72295023174,2018-01-20 09:53:00+00:00,72295023174,2018-01-20 09:53:00+00:00,FM-15,MET10601/20/18 01:53:02 METAR KLAX 200953Z 33008KT 10SM BKN037 BKN060 13/M01 A2993 RMK AO2 SLP135 T01331006 (RA),16093.0
123,20180120,1200,SFO,72494023234,2018-01-20 09:56:00+00:00,72494023234,2018-01-20 09:56:00+00:00,FM-15,MET09501/20/18 01:56:02 METAR KSFO 200956Z 30009KT 10SM CLR 09/04 A3012 RMK AO2 SLP199 T00890039 (JB),16093.0
126,20180120,2037,EWR,72502014734,2018-01-20 10:51:00+00:00,72502014734,2018-01-20 10:51:00+00:00,FM-15,MET09901/20/18 05:51:02 METAR KEWR 201051Z 20008KT 10SM FEW250 01/M07 A2988 RMK AO2 SLP118 T00061067 (JG),16093.0
130,20180120,657,LGA,72503014732,2018-01-20 10:51:00+00:00,72503014732,2018-01-20 10:51:00+00:00,FM-15,MET09901/20/18 05:51:02 METAR KLGA 201051Z 22010KT 10SM SCT250 04/M07 A2987 RMK AO2 SLP116 T00441067 (RZ),16093.0
159,20180120,551,DCA,72405013743,2018-01-20 10:52:00+00:00,72405013743,2018-01-20 10:52:00+00:00,FM-15,MET09801/20/18 05:52:02 METAR KDCA 201052Z 21003KT 10SM CLR M02/M06 A3001 RMK AO2 SLP161 T10171056 (BGS),16093.0
127,20180120,2113,PHL,72408013739,2018-01-20 10:54:00+00:00,72408013739,2018-01-20 10:54:00+00:00,FM-15,MET10201/20/18 05:54:02 METAR KPHL 201054Z 25007KT 10SM FEW250 M02/M07 A2995 RMK AO2 SLP141 T10171067 $ (CB),16093.0
128,20180120,304,BOS,72509014739,2018-01-20 10:54:00+00:00,72509014739,2018-01-20 10:54:00+00:00,FM-15,MET10701/20/18 05:54:02 METAR KBOS 201054Z 22015KT 10SM FEW120 BKN150 01/M06 A2971 RMK AO2 SLP060 T00111056 (BTG),16093.0
140,20180120,1821,DFW,72259003927,2018-01-20 11:09:00+00:00,72259003927,2018-01-20 11:09:00+00:00,FM-16,MET12001/20/18 05:09:02 SPECI KDFW 201109Z 20020G28KT 10SM BKN016 OVC022 14/11 A2995 RMK AO2 PK WND 20029/1055 T01390106 (MWS),16093.0
146,20180120,1011,CUN,76595099999,2018-01-20 11:45:00+00:00,76595099999,2018-01-20 11:45:00+00:00,FM-15,MET087METAR MMUN 201145Z 32004KT 7SM SCT015 BKN250 17/17 A3009 RMK SLP193 51003 975 8/508 AS=,11265.0
141,20180120,273,RDU,72306013722,2018-01-20 11:51:00+00:00,72306013722,2018-01-20 11:51:00+00:00,FM-15,MET12201/20/18 06:51:02 METAR KRDU 201151Z 24004KT 10SM CLR M02/M06 A3015 RMK AO2 SLP213 4/001 T10221061 10000 21028 53005 (LCW),16093.0
129,20180120,2043,ORD,72530094846,2018-01-20 11:51:00+00:00,72530094846,2018-01-20 11:51:00+00:00,FM-15,MET11801/20/18 05:51:02 METAR KORD 201151Z 24007KT 10SM BKN250 02/M03 A2985 RMK AO2 SLP112 T00171033 10039 20017 51013 (SMN),16093.0
131,20180120,2108,SAT,72253012921,2018-01-20 11:51:00+00:00,72253012921,2018-01-20 11:51:00+00:00,FM-15,MET16501/20/18 05:51:02 METAR KSAT 201151Z 00000KT 3/4SM R13L/P6000FT -DZ BR VV002 10/09 A3005 RMK AO2 SFC VIS 1 SLP166 P0000 60000 70010 T01000094 10100 20094 56006 (MBZ),1207.0
138,20180120,1161,PBI,72203012844,2018-01-20 11:53:00+00:00,72203012844,2018-01-20 11:53:00+00:00,FM-15,MET13201/20/18 06:53:02 METAR KPBI 201153Z 01004KT 10SM SCT040 BKN120 BKN200 15/12 A3022 RMK AO2 SLP232 T01560122 10167 20150 51001 $ (AR),16093.0
136,20180120,527,RSW,72210812894,2018-01-20 11:53:00+00:00,72210812894,2018-01-20 11:53:00+00:00,FM-15,MET11101/20/18 06:53:02 METAR KRSW 201153Z 36004KT 10SM FEW033 12/11 A3025 RMK AO2 SLP239 T01220111 10122 20117 53006,16093.0
160,20180120,2091,MIA,72202012839,2018-01-20 11:53:00+00:00,72202012839,2018-01-20 11:53:00+00:00,FM-15,MET12301/20/18 06:53:02 METAR KMIA 201153Z 00000KT 10SM SCT039 BKN200 17/14 A3019 RMK AO2 SLP224 T01670139 10183 20167 51001 (EM),16093.0
156,20180120,1084,MSY,72231012916,2018-01-20 11:53:00+00:00,72231012916,2018-01-20 11:53:00+00:00,FM-15,MET12301/20/18 05:53:02 METAR KMSY 201153Z 09004KT 10SM FEW120 BKN250 09/04 A3022 RMK AO2 SLP235 T00890044 10111 20050 51006 (TS),16093.0
147,20180120,369,FLL,74783012849,2018-01-20 11:53:00+00:00,74783012849,2018-01-20 11:53:00+00:00,FM-15,MET11601/20/18 06:53:02 METAR KFLL 201153Z 09003KT 10SM BKN037 19/14 A3018 RMK AO2 SLP220 T01890139 10194 20144 55004 (DR),16093.0
154,20180120,1920,AUS,72254013904,2018-01-20 11:53:00+00:00,72254013904,2018-01-20 11:53:00+00:00,FM-15,MET13601/20/18 05:53:02 METAR KAUS 201153Z 19007KT 1 1/2SM BR OVC004 11/11 A3003 RMK AO2 SLP169 60000 70001 T01060106 10111 20106 58008 $ (DF),2414.0
143,20180120,784,MSP,72658014922,2018-01-20 11:53:00+00:00,72658014922,2018-01-20 11:53:00+00:00,FM-15,MET13601/20/18 05:53:02 METAR KMSP 201153Z 24003KT 10SM BKN170 M02/M02 A2982 RMK AO2 SLP106 4/001 I1000 I6000 T10171022 10017 21044 53014 (PL),16093.0
151,20180120,1953,JAX,72206013889,2018-01-20 11:56:00+00:00,72206013889,2018-01-20 11:56:00+00:00,FM-15,MET11601/20/18 06:56:02 METAR KJAX 201156Z 00000KT 7SM FEW250 00/M01 A3028 RMK AO2 SLP255 T00001011 10017 21006 50006 (FA),11265.0
152,20180120,859,PHX,72278023183,2018-01-20 12:51:00+00:00,72278023183,2018-01-20 12:51:00+00:00,FM-15,MET11301/20/18 05:51:02 METAR KPHX 201251Z 14010KT 10SM SCT110 SCT130 BKN250 14/M02 A2980 RMK AO2 SLP081 T01441022 (AH),16093.0
122,20180120,376,GDL,76613399999,2018-01-20 12:52:00+00:00,76613399999,2018-01-20 12:52:00+00:00,FM-15,MET047METAR MMGL 201252Z 00000KT 8SM SKC 06/04 A3020=,12875.0
158,20180120,337,BNA,72327013897,2018-01-20 12:53:00+00:00,72327013897,2018-01-20 12:53:00+00:00,FM-15,MET11301/20/18 06:53:02 METAR KBNA 201253Z 19006KT 10SM FEW045 SCT150 SCT250 05/M04 A3021 RMK AO2 SLP231 T00501039 (DJ),16093.0
135,20180120,1085,MEX,76679399999,2018-01-20 12:53:00+00:00,76679399999,2018-01-20 12:53:00+00:00,FM-15,MET073METAR MMMX 201253Z 11005KT 7SM FEW200 05/00 A3032 NOSIG RMK 8/001 HZY SC=,11265.0
150,20180120,1768,MCO,72205012815,2018-01-20 12:53:00+00:00,72205012815,2018-01-20 12:53:00+00:00,FM-15,MET10501/20/18 07:53:02 METAR KMCO 201253Z 00000KT 10SM BKN120 BKN250 09/07 A3029 RMK AO2 SLP257 T00940072 (MG),16093.0
153,20180120,1895,TPA,72211012842,2018-01-20 12:53:00+00:00,72211012842,2018-01-20 12:53:00+00:00,FM-15,MET09901/20/18 07:53:02 METAR KTPA 201253Z 02003KT 10SM OVC260 09/03 A3028 RMK AO2 SLP254 T00940028 (RPM),16093.0
157,20180120,1192,DEN,72565003017,2018-01-20 12:53:00+00:00,72565003017,2018-01-20 12:53:00+00:00,FM-15,MET10701/20/18 05:53:02 METAR KDEN 201253Z 23008KT 10SM FEW120 SCT220 06/M09 A2974 RMK AO2 SLP047 T00561089 (SLK),16093.0
149,20180120,625,MEM,72334013893,2018-01-20 12:54:00+00:00,72334013893,2018-01-20 12:54:00+00:00,FM-15,MET10801/20/18 06:54:02 METAR KMEM 201254Z 17006KT 10SM FEW024 BKN070 07/M04 A3017 RMK AO2 SLP218 T00721044 $ (SL),16093.0
142,20180120,1807,IND,72438093819,2018-01-20 12:54:00+00:00,72438093819,2018-01-20 12:54:00+00:00,FM-15,MET10001/20/18 07:54:02 METAR KIND 201254Z 23011KT 10SM BKN250 01/M05 A3002 RMK AO2 SLP172 T00061050 (RAS),16093.0
144,20180120,570,DFW,72259003927,2018-01-20 13:17:00+00:00,72259003927,2018-01-20 13:17:00+00:00,FM-16,MET09801/20/18 07:17:02 SPECI KDFW 201317Z 19013KT 10SM SCT017 BKN250 13/10 A2996 RMK AO2 T01280100 (AF),16093.0
145,20180120,689,AUS,72254013904,2018-01-20 13:25:00+00:00,72254013904,2018-01-20 13:25:00+00:00,FM-16,MET10501/20/18 07:25:02 SPECI KAUS 201325Z 19005KT 2SM BR OVC004 11/11 A3004 RMK AO2 SFC VIS 3 T01110111 $ (DF),3219.0
124,20180120,2392,SAT,72253012921,2018-01-20 13:51:00+00:00,72253012921,2018-01-20 13:51:00+00:00,FM-15,MET12601/20/18 07:51:02 METAR KSAT 201351Z 20003KT 3/4SM R13L/P6000FT -DZ BR OVC004 11/10 A3005 RMK AO2 SLP166 P0000 T01060100 (MBZ),1207.0
148,20180120,1414,MFE,72250612959,2018-01-20 13:53:00+00:00,72250612959,2018-01-20 13:53:00+00:00,FM-15,MET10101/20/18 07:53:02 METAR KMFE 201353Z 12004KT 1/4SM FG VV002 13/12 A3007 RMK AO2 SLP180 T01280117 (KK),402.0
155,20180120,1077,MSY,72231012916,2018-01-20 13:53:00+00:00,72231012916,2018-01-20 13:53:00+00:00,FM-15,MET12801/20/18 07:53:02 METAR KMSY 201353Z 12009KT 10SM -RA FEW045 BKN095 BKN140 12/10 A3023 RMK AO2 RAB19 SLP238 P0001 T01170100 (ML),16093.0
200,20180121,836,PVG,72049900154,2018-01-21 09:00:00+00:00,72049900154,2018-01-21 08:56:00+00:00,FM-15,MET10501/21/18 03:56:02 METAR KPVG 210856Z 00000KT 10SM CLR M01/M03 A3017 RMK AO2 SLP217 T10111028 51007 FZRANO,16093.0
245,20180121,611,MIA,72202012839,2018-01-21 11:53:00+00:00,72202012839,2018-01-21 11:53:00+00:00,FM-15,MET13001/21/18 06:53:02 METAR KMIA 211153Z 10011KT 10SM FEW030 SCT080 BKN130 22/18 A3014 RMK AO2 SLP205 T02170183 10222 20211 56009 (EM),16093.0
186,20180121,675,ORD,72530094846,2018-01-21 13:51:00+00:00,72530094846,2018-01-21 13:51:00+00:00,FM-15,MET11401/21/18 07:51:02 METAR KORD 211351Z 18005KT 4SM BR SCT005 BKN038 OVC060 04/03 A2996 RMK AO2 SLP149 T00390028 (JR),6437.0
256,20180121,495,LAX,72295023174,2018-01-21 13:53:00+00:00,72295023174,2018-01-21 13:53:00+00:00,FM-15,MET09901/21/18 05:53:02 METAR KLAX 211353Z 00000KT 10SM FEW200 07/M03 A3022 RMK AO2 SLP231 T00671028 (RA),16093.0
248,20180121,1126,IAH,72243012960,2018-01-21 13:53:00+00:00,72243012960,2018-01-21 13:53:00+00:00,FM-15,MET10401/21/18 07:53:02 METAR KIAH 211353Z 15009KT 8SM BKN009 OVC016 19/18 A2999 RMK AO2 SLP155 T01890178 (MS),12875.0
229,20180121,744,LGA,72503014732,2018-01-21 14:51:00+00:00,72503014732,2018-01-21 14:51:00+00:00,FM-15,MET11301/21/18 09:51:02 METAR KLGA 211451Z 30005KT 10SM SCT200 BKN250 07/M01 A3018 RMK AO2 SLP220 T00721011 52015 (ATK),16093.0
193,20180121,341,EWR,72502014734,2018-01-21 14:51:00+00:00,72502014734,2018-01-21 14:51:00+00:00,FM-15,MET10801/21/18 09:51:02 METAR KEWR 211451Z 27004KT 10SM BKN250 08/M01 A3019 RMK AO2 SLP222 T00831011 51015 $ (MVC),16093.0
191,20180121,1979,MCO,72205012815,2018-01-21 14:53:00+00:00,72205012815,2018-01-21 14:53:00+00:00,FM-15,MET11101/21/18 09:53:02 METAR KMCO 211453Z 05006KT 10SM FEW030 BKN150 18/12 A3027 RMK AO2 SLP247 T01830117 53010 (MH),16093.0
238,20180121,959,LHR,03772099999,2018-01-21 15:20:00+00:00,03772099999,2018-01-21 15:20:00+00:00,FM-15,MET090METAR COR EGLL 211520Z 10005KT 070V140 7000 -RA BKN006 BKN008 04/03 Q1009 TEMPO 4000 RADZ=,7000.0
189,20180121,545,YVR,71892099999,2018-01-21 15:21:00+00:00,71892099999,2018-01-21 15:21:00+00:00,FM-16,MET113SPECI CYVR 211521Z 13032G45KT 20SM -RA FEW031 SCT049 OVC065 09/04 A2958 RMK SC1SC2SC5 PCPN VRY LGT PRESFR SLP018=,32187.0
206,20180121,1412,SJC,72494523293,2018-01-21 15:53:00+00:00,72494523293,2018-01-21 15:53:00+00:00,FM-15,MET09801/21/18 07:53:02 METAR KSJC 211553Z 15004KT 10SM FEW060 04/02 A3035 RMK AO2 SLP277 T00390022 (CN),16093.0
199,20180121,393,LAX,72295023174,2018-01-21 15:53:00+00:00,72295023174,2018-01-21 15:53:00+00:00,FM-15,MET10601/21/18 07:53:02 METAR KLAX 211553Z 06004KT 10SM FEW200 SCT270 10/M03 A3026 RMK AO2 SLP247 T01001028 (RD),16093.0
175,20180121,806,ORD,72530094846,2018-01-21 16:51:00+00:00,72530094846,2018-01-21 16:51:00+00:00,FM-15,MET12301/21/18 10:51:02 METAR KORD 211651Z 15004KT 1SM R10L/P6000FT BR OVC004 05/04 A2997 RMK AO2 SFC VIS 2 SLP152 T00500039 (JR),1609.0
249,20180121,593,SAN,72290023188,2018-01-21 16:51:00+00:00,72290023188,2018-01-21 16:51:00+00:00,FM-15,MET10001/21/18 08:51:02 METAR KSAN 211651Z 14007KT 10SM FEW250 12/04 A3030 RMK AO2 SLP260 T01220044 $ (JT),16093.0
203,20180121,1546,SMF,72483993225,2018-01-21 16:53:00+00:00,72483993225,2018-01-21 16:53:00+00:00,FM-15,MET09801/21/18 08:53:02 METAR KSMF 211653Z 13006KT 10SM BKN130 05/03 A3035 RMK AO2 SLP275 T00500033 (BL),16093.0
240,20180121,461,SNA,72297793184,2018-01-21 16:53:00+00:00,72297793184,2018-01-21 16:53:00+00:00,FM-15,MET09801/21/18 08:53:02 METAR KSNA 211653Z 00000KT 10SM BKN250 11/00 A3028 RMK AO2 SLP255 T01110000 (SM),16093.0
211,20180121,1188,IAH,72243012960,2018-01-21 16:53:00+00:00,72243012960,2018-01-21 16:53:00+00:00,FM-15,MET11201/21/18 10:53:02 METAR KIAH 211653Z 16012KT 10SM BKN017 BKN025 BKN032 21/18 A3001 RMK AO2 SLP163 T02110183 (MS),16093.0
261,20180121,948,SFO,72494023234,2018-01-21 16:56:00+00:00,72494023234,2018-01-21 16:56:00+00:00,FM-15,MET10501/21/18 08:56:02 METAR KSFO 211656Z 12006KT 10SM FEW140 SCT180 08/05 A3035 RMK AO2 SLP276 T00780050 (AK),16093.0
161,20180121,481,LAS,72386023169,2018-01-21 16:56:00+00:00,72386023169,2018-01-21 16:56:00+00:00,FM-15,MET09801/21/18 08:56:02 METAR KLAS 211656Z 30004KT 10SM CLR 07/M09 A3028 RMK AO2 SLP258 T00671089 $ (WC),16093.0
198,20180121,1664,PUJ,78479099999,2018-01-21 18:00:00+00:00,78479099999,2018-01-21 18:00:00+00:00,FM-15,MET051METAR MDPC 211800Z 06011KT 9999 SCT020 28/23 Q1016=,9999.0
209,20180121,558,PDX,72698024229,2018-01-21 18:25:00+00:00,72698024229,2018-01-21 18:25:00+00:00,FM-16,MET10101/21/18 10:25:02 SPECI KPDX 211825Z 14007KT 8SM -RA OVC029 07/07 A2991 RMK AO2 P0000 T00670067 (JDM),12875.0
263,20180121,1196,CUN,76595099999,2018-01-21 18:43:00+00:00,76595099999,2018-01-21 18:43:00+00:00,FM-15,MET077METAR MMUN 211843Z 08008KT 7SM BKN020 BKN080 27/22 A2998 RMK 8/130 LWR CU CI=,11265.0
184,20180121,523,PHX,72278023183,2018-01-21 18:51:00+00:00,72278023183,2018-01-21 18:51:00+00:00,FM-15,MET10001/21/18 11:51:02 METAR KPHX 211851Z 28009KT 10SM FEW060 12/M06 A3022 RMK AO2 SLP228 T01171061 (RLK),16093.0
181,20180121,555,SAN,72290023188,2018-01-21 18:51:00+00:00,72290023188,2018-01-21 18:51:00+00:00,FM-15,MET10001/21/18 10:51:02 METAR KSAN 211851Z 19004KT 10SM BKN250 15/06 A3032 RMK AO2 SLP265 T01500056 $ (JT),16093.0
165,20180121,613,LAX,72295023174,2018-01-21 18:53:00+00:00,72295023174,2018-01-21 18:53:00+00:00,FM-15,MET09901/21/18 10:53:02 METAR KLAX 211853Z 10003KT 10SM BKN280 15/M02 A3031 RMK AO2 SLP265 T01501022 (RD),16093.0
183,20180121,1994,SNA,72297793184,2018-01-21 18:53:00+00:00,72297793184,2018-01-21 18:53:00+00:00,FM-15,MET09801/21/18 10:53:02 METAR KSNA 211853Z VRB03KT 10SM OVC250 15/04 A3031 RMK AO2 SLP263 T01500039 (SM),16093.0
265,20180121,278,SEA,72793024233,2018-01-21 18:53:00+00:00,72793024233,2018-01-21 18:53:00+00:00,FM-15,MET12601/21/18 10:53:02 METAR KSEA 211853Z 20014G24KT 10SM BKN047 OVC055 11/03 A2977 RMK AO2 PK WND 17026/1840 SLP086 T01060033 (LZ),16093.0
171,20180121,624,SFO,72494023234,2018-01-21 18:56:00+00:00,72494023234,2018-01-21 18:56:00+00:00,FM-15,MET11201/21/18 10:56:02 METAR KSFO 211856Z 09004KT 10SM FEW025 SCT150 BKN200 11/06 A3038 RMK AO2 SLP289 T01060061 (AK),16093.0
231,20180121,597,LAS,72386023169,2018-01-21 18:56:00+00:00,72386023169,2018-01-21 18:56:00+00:00,FM-15,MET10101/21/18 10:56:02 METAR KLAS 211856Z 35013KT 10SM FEW250 10/M10 A3029 RMK AO2 SLP257 T01001100 $ (WC),16093.0
201,20180121,471,SFO,72494023234,2018-01-21 18:56:00+00:00,72494023234,2018-01-21 18:56:00+00:00,FM-15,MET11201/21/18 10:56:02 METAR KSFO 211856Z 09004KT 10SM FEW025 SCT150 BKN200 11/06 A3038 RMK AO2 SLP289 T01060061 (AK),16093.0
217,20180121,1261,AUA,78982000411,2018-01-21 19:00:00+00:00,78982000411,2018-01-21 19:00:00+00:00,FM-15,MET071METAR TNCA 211900Z 08021G31KT 9999 VCSH SCT016 29/24 Q1010 A2984 NOSIG=,9999.0
179,20180121,263,DEN,72565003017,2018-01-21 19:00:00+00:00,72565003017,2018-01-21 19:00:00+00:00,FM-16,MET16901/21/18 12:00:02 SPECI KDEN 211900Z 35021KT 1/2SM R35L/3500VP6000FT -SN BR FEW006 BKN012 OVC030 M04/M06 A2981 RMK AO2 PK WND 35027/1854 SFC VIS 3/4 P0000 T10391061 (MC),805.0
242,20180121,1255,MBJ,78388099999,2018-01-21 19:00:00+00:00,78388099999,2018-01-21 19:00:00+00:00,FM-15,MET051METAR MKJS 211900Z 06012KT 9999 FEW022 29/25 Q1013=,9999.0
195,20180121,1655,CUN,76595099999,2018-01-21 19:49:00+00:00,76595099999,2018-01-21 19:49:00+00:00,FM-15,MET074METAR MMUN 211949Z 10011KT 7SM BKN020 BKN080 27/21 A2997 RMK 8/130 MDT CU=,11265.0
202,20180121,423,MCO,72205012815,2018-01-21 19:53:00+00:00,72205012815,2018-01-21 19:53:00+00:00,FM-15,MET09801/21/18 14:53:02 METAR KMCO 211953Z 11009KT 10SM BKN045 25/14 A3015 RMK AO2 SLP207 T02500139 (MG),16093.0
216,20180121,462,IAH,72243012960,2018-01-21 19:53:00+00:00,72243012960,2018-01-21 19:53:00+00:00,FM-15,MET13301/21/18 13:53:02 METAR KIAH 211953Z 15021G28KT 10SM SCT025 SCT037 BKN050 23/18 A2991 RMK AO2 PK WND 15028/1953 SLP126 T02330178 (MS),16093.0
257,20180121,320,SLC,72572024127,2018-01-21 19:54:00+00:00,72572024127,2018-01-21 19:54:00+00:00,FM-15,MET10701/21/18 12:54:02 METAR KSLC 211954Z 35004KT 10SM FEW035 BKN070 02/M06 A3020 RMK AO2 SLP241 T00221056 (CLS),16093.0
